Code_INSEE;Code_Postal;Commune;Departement;Region;Latitude;Longitude
59416;59190;MORBECQUE;NORD;NORD-PAS-DE-CALAIS;50.67689342861573;2.536216144331492
22102;22330;LANGOURLA;COTES-D'ARMOR;BRETAGNE;48.284641107667674;-2.415501011324659
31225;31310;GOUTEVERNISSE;HAUTE-GARONNE;MIDI-PYRENEES;43.214026301449536;1.173765920286677
23025;23220;BONNAT;CREUSE;LIMOUSIN;46.32301933418213;1.913450631364578
38522;38740;VALJOUFFREY;ISERE;RHONE-ALPES;44.88153491127053;6.07950399615059
21249;21170;ESBARRES;COTE-D'OR;BOURGOGNE;47.091069454325485;5.198246639283228
62893;62930;WIMEREUX;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;50.77924978918239;1.613432313096119
60331;60590;LABOSSE;OISE;PICARDIE;49.35407816266846;1.898320236754994
62625;62770;NOYELLES-LES-HUMIERES;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;50.37542375047368;2.1773776418561592
34277;34520;SAINT-MAURICE-NAVACELLES;HERAULT;LANGUEDOC-ROUSSILLON;43.84487342385136;3.506265066900079
45149;45320;FOUCHEROLLES;LOIRET;CENTRE;48.09716912740733;3.0183707714031742
26176;26740;MARSANNE;DROME;RHONE-ALPES;44.64027308196128;4.883113725963492
51130;51330;CHARMONT;MARNE;CHAMPAGNE-ARDENNE;48.869107281123156;4.870499461015932
76592;76170;SAINT-JEAN-DE-FOLLEVILLE;SEINE-MARITIME;HAUTE-NORMANDIE;49.505056753004965;0.499483150434799
14556;14320;SAINT-ANDRE-SUR-ORNE;CALVADOS;BASSE-NORMANDIE;49.12440156254746;-0.388404822316026
61411;61360;SAINT-JOUIN-DE-BLAVOU;ORNE;BASSE-NORMANDIE;48.44868202508459;0.48233333829978703
7060;7240;CHATEAUNEUF-DE-VERNOUX;ARDECHE;RHONE-ALPES;44.92492404782045;4.642191100324167
10196;10130;LIGNIERES;AUBE;CHAMPAGNE-ARDENNE;47.95693729164738;3.96407269437861
68062;68130;CARSPACH;HAUT-RHIN;ALSACE;47.622493539829264;7.195029847951468
48076;48130;JAVOLS;LOZERE;LANGUEDOC-ROUSSILLON;44.69289041537477;3.333247943951808
50345;50200;MONTHUCHON;MANCHE;BASSE-NORMANDIE;49.08817736254658;-1.4202346383721172
3028;3120;BILLEZOIS;ALLIER;AUVERGNE;46.20948267005192;3.576882652523172
31317;31430;MARIGNAC-LASCLARES;HAUTE-GARONNE;MIDI-PYRENEES;43.30498786470456;1.106620375823203
42170;42120;PERREUX;LOIRE;RHONE-ALPES;46.04048973608429;4.144919260882025
34045;34800;CABRIERES;HERAULT;LANGUEDOC-ROUSSILLON;43.577797311213715;3.348006075625786
14437;14120;MONDEVILLE;CALVADOS;BASSE-NORMANDIE;49.16936493781647;-0.31069118741733703
56124;56140;MALESTROIT;MORBIHAN;BRETAGNE;47.80768637880935;-2.387010725805915
29132;29670;LOCQUENOLE;FINISTERE;BRETAGNE;48.623479420098995;-3.863473532675319
85289;85120;LA TARDIERE;VENDEE;PAYS DE LA LOIRE;46.663737434003956;-0.727562430214146
51422;51390;PARGNY-LES-REIMS;MARNE;CHAMPAGNE-ARDENNE;49.21913705905693;3.921807305091723
46257;46300;SAINT-CIRQ-MADELON;LOT;MIDI-PYRENEES;44.78969863807808;1.316852228380994
41058;41370;CONCRIERS;LOIR-ET-CHER;CENTRE;47.777737714384315;1.482518082874568
2366;2510;HANNAPES;AISNE;PICARDIE;49.97711581037301;3.6144264223222633
88378;88450;REGNEY;VOSGES;LORRAINE;48.2865730500126;6.307855922226566
2378;2500;LA HERIE;AISNE;PICARDIE;49.883826988153004;4.043606570518069
65264;65700;LASCAZERES;HAUTES-PYRENEES;MIDI-PYRENEES;43.49812931917787;-0.028526449309559002
2211;2190;CONDE-SUR-SUIPPE;AISNE;PICARDIE;49.41383703266813;3.944984490271521
37203;37210;ROCHECORBON;INDRE-ET-LOIRE;CENTRE;47.4295541891264;0.7609196676951501
10151;10280;FONTAINE-LES-GRES;AUBE;CHAMPAGNE-ARDENNE;48.41283519619373;3.8891051440848523
67427;67220;SAINT-MAURICE;BAS-RHIN;ALSACE;48.332920161646214;7.335272851457982
25017;25330;AMONDANS;DOUBS;FRANCHE-COMTE;47.07152928410012;6.035107687047449
2641;2340;RENNEVAL;AISNE;PICARDIE;49.73917140193729;4.036741700660738
58045;58700;LA CELLE-SUR-NIEVRE;NIEVRE;BOURGOGNE;47.21862469898568;3.202260892409714
67276;67130;LUTZELHOUSE;BAS-RHIN;ALSACE;48.53768427012003;7.24174255301525
80329;80560;FORCEVILLE;SOMME;PICARDIE;50.066008765124565;2.555441238497868
6031;6340;CANTARON;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;43.77120309985372;7.313168927283133
81024;81630;BEAUVAIS-SUR-TESCOU;TARN;MIDI-PYRENEES;43.898151982312086;1.5716034750919912
52526;52160;VILLARS-SANTENOGE;HAUTE-MARNE;CHAMPAGNE-ARDENNE;47.744268654037114;4.9991899824377395
7338;7240;VERNOUX-EN-VIVARAIS;ARDECHE;RHONE-ALPES;44.90515581676331;4.64438568730562
9169;9600;LIMBRASSAC;ARIEGE;MIDI-PYRENEES;43.01101047036936;1.843532399235547
27663;27110;LE TRONCQ;EURE;HAUTE-NORMANDIE;49.19288514543214;0.916869342267369
77128;77860;COUILLY-PONT-AUX-DAMES;SEINE-ET-MARNE;ILE-DE-FRANCE;48.88166983746127;2.8653400028622302
66071;66310;ESTAGEL;PYRENEES-ORIENTALES;LANGUEDOC-ROUSSILLON;42.76773067544313;2.707541795529761
47215;47300;PUJOLS;LOT-ET-GARONNE;AQUITAINE;44.37054109592832;0.698420769964404
1026;1380;BAGE-LE-CHATEL;AIN;RHONE-ALPES;46.30770692311769;4.928620841885369
36046;36400;LA CHATRE;INDRE;CENTRE;46.57386170611147;1.991124689056831
24028;24440;BEAUMONT-DU-PERIGORD;DORDOGNE;AQUITAINE;44.77380125798995;0.7540962933099
9124;9130;LE FOSSAT;ARIEGE;MIDI-PYRENEES;43.17969078441221;1.415063573425289
68113;68970;GUEMAR;HAUT-RHIN;ALSACE;48.194168527133314;7.414750078293217
64052;64350;ARRICAU-BORDES;PYRENEES-ATLANTIQUES;AQUITAINE;43.50190520938678;-0.14248455187543901
19118;19470;LE LONZAC;CORREZE;LIMOUSIN;45.469966322352775;1.731155034507681
2160;2340;CHAOURSE;AISNE;PICARDIE;49.70078981155206;3.985622922812507
89334;89110;SAINT-AUBIN-CHATEAU-NEUF;YONNE;BOURGOGNE;47.821447326263026;3.290483357430294
11019;11140;AUNAT;AUDE;LANGUEDOC-ROUSSILLON;42.78899329386997;2.100487274266931
40162;40090;LUCBARDEZ-ET-BARGUES;LANDES;AQUITAINE;43.97497864980727;-0.41027176308491403
46208;46600;MONTVALENT;LOT;MIDI-PYRENEES;44.87406843329873;1.6355576928643432
60538;60490;RICQUEBOURG;OISE;PICARDIE;49.560680834449826;2.758292518407658
68357;68510;WALTENHEIM;HAUT-RHIN;ALSACE;47.65561655239746;7.422890707267546
3282;3350;THENEUILLE;ALLIER;AUVERGNE;46.58749055596518;2.8799454590320592
85121;85370;LE LANGON;VENDEE;PAYS DE LA LOIRE;46.43931190393441;-0.9470170861509981
60685;60134;VILLERS-SAINT-SEPULCRE;OISE;PICARDIE;49.36895088067666;2.209252158728257
40240;40270;RENUNG;LANDES;AQUITAINE;43.74677968212979;-0.368876062065978
41127;41210;LA MAROLLE-EN-SOLOGNE;LOIR-ET-CHER;CENTRE;47.582983248690624;1.788919074924564
28166;28240;FRIAIZE;EURE-ET-LOIR;CENTRE;48.42990345297603;1.12215343235798
57657;57170;SOTZELING;MOSELLE;LORRAINE;48.868482149770465;6.637031016513469
73273;73310;SAINT-PIERRE-DE-CURTILLE;SAVOIE;RHONE-ALPES;45.76549774447517;5.828877757211796
88015;88300;ATTIGNEVILLE;VOSGES;LORRAINE;48.39777972995456;5.827512184699397
48034;48500;LA CANOURGUE;LOZERE;LANGUEDOC-ROUSSILLON;44.41937117693942;3.257118276274177
31340;31320;MERVILLA;HAUTE-GARONNE;MIDI-PYRENEES;43.50633055702877;1.47317310348059
59670;59272;DON;NORD;NORD-PAS-DE-CALAIS;50.54404898108235;2.915578097686276
27403;27400;LE MESNIL-JOURDAIN;EURE;HAUTE-NORMANDIE;49.18153346026998;1.127631852846701
74205;74490;ONNION;HAUTE-SAVOIE;RHONE-ALPES;46.18169242839481;6.498698065707903
55194;55250;FOUCAUCOURT-SUR-THABAS;MEUSE;LORRAINE;49.004251712294085;5.097350382611794
52300;52130;MAGNEUX;HAUTE-MARNE;CHAMPAGNE-ARDENNE;48.509635452162726;5.007762530245237
8046;8220;BANOGNE-RECOUVRANCE;ARDENNES;CHAMPAGNE-ARDENNE;49.57026095865495;4.132470643434385
2198;2880;CLAMECY;AISNE;PICARDIE;49.42810778250503;3.363787547873454
43004;43150;ALLEYRAC;HAUTE-LOIRE;AUVERGNE;44.89448152217895;3.989150093848763
43072;43230;LA CHOMETTE;HAUTE-LOIRE;AUVERGNE;45.22773086379821;3.467273385213282
79306;79200;SAURAIS;DEUX-SEVRES;POITOU-CHARENTES;46.62355612654675;-0.135209285165747
93008;93000;BOBIGNY;SEINE-SAINT-DENIS;ILE-DE-FRANCE;48.907688243955754;2.438639827268387
71371;71960;LA ROCHE-VINEUSE;SAONE-ET-LOIRE;BOURGOGNE;46.35102359147507;4.74854768421996
35299;35350;SAINT-MELOIR-DES-ONDES;ILLE-ET-VILAINE;BRETAGNE;48.63871254376054;-1.9051761280296362
69192;69870;SAINT-CYR-LE-CHATOUX;RHONE;RHONE-ALPES;46.0314296951772;4.538652675315813
63383;63610;SAINT-PIERRE-COLAMINE;PUY-DE-DOME;AUVERGNE;45.51430287531183;2.974742042579712
68246;68600;OBERSAASHEIM;HAUT-RHIN;ALSACE;47.98612333027035;7.556752143748467
48086;48250;LUC;LOZERE;LANGUEDOC-ROUSSILLON;44.636687585109904;3.86550888828663
10270;10220;ONJON;AUBE;CHAMPAGNE-ARDENNE;48.39878609245362;4.275798225310908
78505;78910;PRUNAY-LE-TEMPLE;YVELINES;ILE-DE-FRANCE;48.859289814279144;1.671301146657966
35289;35480;SAINT-MALO-DE-PHILY;ILLE-ET-VILAINE;BRETAGNE;47.8681860686914;-1.80518886356619
50278;50510;LE LOREUR;MANCHE;BASSE-NORMANDIE;48.86409114912047;-1.423962941057084
42311;42580;LA TOUR-EN-JAREZ;LOIRE;RHONE-ALPES;45.488352827849546;4.39780519433158
63181;63460;JOZERAND;PUY-DE-DOME;AUVERGNE;46.024849858105554;3.098945730112754
64236;64350;GAYON;PYRENEES-ATLANTIQUES;AQUITAINE;43.48536612928234;-0.16593833994144203
29013;29690;BOTMEUR;FINISTERE;BRETAGNE;48.376228104665095;-3.922756135949536
85093;85480;FOUGERE;VENDEE;PAYS DE LA LOIRE;46.661788191148425;-1.23612691916349
73220;73220;SAINT-ALBAN-DES-HURTIERES;SAVOIE;RHONE-ALPES;45.46847940143395;6.249102657739354
37119;37220;L'ILE-BOUCHARD;INDRE-ET-LOIRE;CENTRE;47.122867182130385;0.42304465934505303
80500;80220;MAISNIERES;SOMME;PICARDIE;50.01464703581707;1.609177065101918
47041;47130;BRUCH;LOT-ET-GARONNE;AQUITAINE;44.206627949998236;0.40544275442270306
55224;55000;HAIRONVILLE;MEUSE;LORRAINE;48.68780117778307;5.090267372967953
21126;21110;CESSEY-SUR-TILLE;COTE-D'OR;BOURGOGNE;47.28268943629658;5.229258642323201
19134;19340;MERLINES;CORREZE;LIMOUSIN;45.62534247047953;2.458441930743469
11408;11250;VERZEILLE;AUDE;LANGUEDOC-ROUSSILLON;43.12020070280483;2.328607362724086
35120;35850;GEVEZE;ILLE-ET-VILAINE;BRETAGNE;48.21332547046405;-1.799307035745108
41175;41100;PEZOU;LOIR-ET-CHER;CENTRE;47.86829936009502;1.146336340683068
71120;71170;CHAUFFAILLES;SAONE-ET-LOIRE;BOURGOGNE;46.20658280647976;4.341739890825143
39427;39250;PLENISE;JURA;FRANCHE-COMTE;46.815107506534666;6.019952404295964
24215;24590;JAYAC;DORDOGNE;AQUITAINE;45.029901005912734;1.351511797395471
59443;59670;OCHTEZEELE;NORD;NORD-PAS-DE-CALAIS;50.8191546723867;2.400522573124648
79063;79290;CERSAY;DEUX-SEVRES;POITOU-CHARENTES;47.06011001166617;-0.36392979914974705
71159;71460;CULLES-LES-ROCHES;SAONE-ET-LOIRE;BOURGOGNE;46.64511715650676;4.652617860186278
31299;31600;LHERM;HAUTE-GARONNE;MIDI-PYRENEES;43.4293377218233;1.223342365936779
57134;57160;CHATEL-SAINT-GERMAIN;MOSELLE;LORRAINE;49.13175670285002;6.065855067502412
35121;35140;GOSNE;ILLE-ET-VILAINE;BRETAGNE;48.25035238950932;-1.458608535951842
21363;21230;MAGNIEN;COTE-D'OR;BOURGOGNE;47.10945563449591;4.4333121413760574
1027;1360;BALAN;AIN;RHONE-ALPES;45.83112264529484;5.107800192488488
57484;57600;MORSBACH;MOSELLE;LORRAINE;49.16736046495092;6.866590029829075
25258;25770;FRANOIS;DOUBS;FRANCHE-COMTE;47.22536160689533;5.924971617990276
2734;2600;TAILLEFONTAINE;AISNE;PICARDIE;49.3099328056186;3.049625390560698
88172;88600;FIMENIL;VOSGES;LORRAINE;48.17491572779263;6.707862201960354
16012;16130;ANGEAC-CHAMPAGNE;CHARENTE;POITOU-CHARENTES;45.613755950627564;-0.28958574049774405
2679;2810;SAINT-GENGOULPH;AISNE;PICARDIE;49.11894991258129;3.215266760333265
68040;68620;BITSCHWILLER-LES-THANN;HAUT-RHIN;ALSACE;47.826849302936616;7.06896787478578
55509;55600;THONNE-LE-THIL;MEUSE;LORRAINE;49.57178924649408;5.340898298164434
51008;51290;AMBRIERES;MARNE;CHAMPAGNE-ARDENNE;48.62900313496606;4.8292370147471235
32465;32420;VILLEFRANCHE;GERS;MIDI-PYRENEES;43.421425055714494;0.7340342190470851
42339;42430;CHAUSSETERRE;LOIRE;RHONE-ALPES;45.90151685262919;3.7709178530670022
24109;24320;LA CHAPELLE-GRESIGNAC;DORDOGNE;AQUITAINE;45.389635280597986;0.33934711565171005
76504;76460;PLEINE-SEVE;SEINE-MARITIME;HAUTE-NORMANDIE;49.81927649124112;0.752574707374413
88147;88390;DOMMARTIN-AUX-BOIS;VOSGES;LORRAINE;48.15029318215893;6.289629147305715
24038;24320;BERTRIC-BUREE;DORDOGNE;AQUITAINE;45.30905145701314;0.354531985356108
71221;71640;GIVRY;SAONE-ET-LOIRE;BOURGOGNE;46.77021227254419;4.754414969924133
21396;21510;MAUVILLY;COTE-D'OR;BOURGOGNE;47.709666646537464;4.704285494271253
71326;71270;MOUTHIER-EN-BRESSE;SAONE-ET-LOIRE;BOURGOGNE;46.86380751347482;5.380606732951921
63392;63500;SAINT-REMY-DE-CHARGNAT;PUY-DE-DOME;AUVERGNE;45.509585153862076;3.325232439307242
34236;34380;ROUET;HERAULT;LANGUEDOC-ROUSSILLON;43.825879295769816;3.815941156770867
33276;33690;MASSEILLES;GIRONDE;AQUITAINE;44.40259460019039;-0.059264145636305006
12027;12500;BESSUEJOULS;AVEYRON;MIDI-PYRENEES;44.51984217805289;2.716685780056777
52156;52300;CUREL;HAUTE-MARNE;CHAMPAGNE-ARDENNE;48.498211014376075;5.146262388247414
26069;26150;CHAMALOC;DROME;RHONE-ALPES;44.81194558123466;5.385659498545414
8481;8350;VILLERS-SUR-BAR;ARDENNES;CHAMPAGNE-ARDENNE;49.68178202932548;4.855142290573609
60570;60149;SAINT-CREPIN-IBOUVILLERS;OISE;PICARDIE;49.25925286448874;2.067731364574541
76115;76210;BOLLEVILLE;SEINE-MARITIME;HAUTE-NORMANDIE;49.602833520538354;0.563968438854332
35010;35120;BAGUER-PICAN;ILLE-ET-VILAINE;BRETAGNE;48.550009470331034;-1.691204162846813
41241;41300;SELLES-SAINT-DENIS;LOIR-ET-CHER;CENTRE;47.37577810532832;1.906558966657729
3239;3130;SAINT-LEGER-SUR-VOUZANCE;ALLIER;AUVERGNE;46.40920219060057;3.937255077172566
26259;26330;RATIERES;DROME;RHONE-ALPES;45.17507785921376;4.97082735127296
16145;16200;FOUSSIGNAC;CHARENTE;POITOU-CHARENTES;45.712745125218085;-0.125082004292789
17174;17430;GENOUILLE;CHARENTE-MARITIME;POITOU-CHARENTES;46.019032163262374;-0.782334091478313
9319;9100;UNZENT;ARIEGE;MIDI-PYRENEES;43.17138409959965;1.5329441924292242
19113;19160;LIGINIAC;CORREZE;LIMOUSIN;45.40503584599532;2.323437811747996
28233;28200;MARBOUE;EURE-ET-LOIR;CENTRE;48.119643337921595;1.307760719565636
40157;40170;LIT-ET-MIXE;LANDES;AQUITAINE;44.02000726780901;-1.276065451496614
62522;62990;LOISON-SUR-CREQUOISE;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;50.44497009959139;1.919091841507585
57003;57560;ABRESCHVILLER;MOSELLE;LORRAINE;48.6015720299811;7.155766860527485
60660;60590;LE VAUMAIN;OISE;PICARDIE;49.34256327626184;1.865781147207637
18063;18190;CHAVANNES;CHER;CENTRE;46.86393643249908;2.401657140202229
12007;12260;AMBEYRAC;AVEYRON;MIDI-PYRENEES;44.49435349568203;1.9357162856995
8244;8130;LAMETZ;ARDENNES;CHAMPAGNE-ARDENNE;49.5265430661522;4.689026293943488
28025;28310;BARMAINVILLE;EURE-ET-LOIR;CENTRE;48.25902896104504;1.9547384559672811
77204;77840;GERMIGNY-SOUS-COULOMBS;SEINE-ET-MARNE;ILE-DE-FRANCE;49.06439549290524;3.161414639163483
76517;76230;QUINCAMPOIX;SEINE-MARITIME;HAUTE-NORMANDIE;49.52061442761709;1.177793869861411
9022;9100;ARVIGNA;ARIEGE;MIDI-PYRENEES;43.05924694581106;1.728680949665436
53223;53700;SAINT-GERMAIN-DE-COULAMER;MAYENNE;PAYS DE LA LOIRE;48.26774885684911;-0.185983201964622
72249;72550;LA QUINTE;SARTHE;PAYS DE LA LOIRE;48.05113433654422;0.042039119863419
39178;39300;CRANS;JURA;FRANCHE-COMTE;46.695133952242585;5.981299312857313
30085;30210;COLLIAS;GARD;LANGUEDOC-ROUSSILLON;43.94905222770035;4.47176606244237
86172;86430;MOUTERRE-SUR-BLOURDE;VIENNE;POITOU-CHARENTES;46.21650660303913;0.768458601228007
68353;68130;WAHLBACH;HAUT-RHIN;ALSACE;47.6297810488386;7.3464561673492135
38160;38780;EYZIN-PINET;ISERE;RHONE-ALPES;45.47810673254067;4.998207286021189
50476;50810;SAINT-GERMAIN-D'ELLE;MANCHE;BASSE-NORMANDIE;49.11977551584411;-0.9208567374334111
36012;36270;BARAIZE;INDRE;CENTRE;46.48085496598538;1.570280161373705
38093;38980;CHATENAY;ISERE;RHONE-ALPES;45.32946985569597;5.229274586385227
95241;95190;FONTENAY-EN-PARISIS;VAL-D'OISE;ILE-DE-FRANCE;49.05011966308222;2.445393719277551
50199;50530;GENETS;MANCHE;BASSE-NORMANDIE;48.689166732118544;-1.473540126707201
57761;57370;ZILLING;MOSELLE;LORRAINE;48.78672668220193;7.210302135771753
54474;54700;SAINTE-GENEVIEVE;MEURTHE-ET-MOSELLE;LORRAINE;48.87022435823508;6.137155485127018
55398;55190;PAGNY-SUR-MEUSE;MEUSE;LORRAINE;48.689220839656265;5.732988182443182
66220;66340;VALCEBOLLERE;PYRENEES-ORIENTALES;LANGUEDOC-ROUSSILLON;42.38033536334366;2.043025558251862
85284;85300;SOULLANS;VENDEE;PAYS DE LA LOIRE;46.7951288466333;-1.913926994573763
65047;65800;AUREILHAN;HAUTES-PYRENEES;MIDI-PYRENEES;43.249703050342376;0.103640168514808
16016;16500;ANSAC-SUR-VIENNE;CHARENTE;POITOU-CHARENTES;45.99430297144259;0.6197303343252031
94018;94220;CHARENTON-LE-PONT;VAL-DE-MARNE;ILE-DE-FRANCE;48.82280849782191;2.407609154768574
54360;54200;MENIL-LA-TOUR;MEURTHE-ET-MOSELLE;LORRAINE;48.77416972282687;5.847636596643438
73149;73170;LUCEY;SAVOIE;RHONE-ALPES;45.761052556055546;5.794152140788073
23036;23320;BUSSIERE-DUNOISE;CREUSE;LIMOUSIN;46.25575637374649;1.7602899550591382
82077;82220;LABARTHE;TARN-ET-GARONNE;MIDI-PYRENEES;44.209162496312864;1.3168941592703831
55364;55700;MOUZAY;MEUSE;LORRAINE;49.44976597825734;5.239338786425538
65111;65130;BULAN;HAUTES-PYRENEES;MIDI-PYRENEES;43.04323278404608;0.27972133027544904
33271;33690;MARIONS;GIRONDE;AQUITAINE;44.37394988169906;-0.08943654636956001
54233;54450;GONDREXON;MEURTHE-ET-MOSELLE;LORRAINE;48.604602917936894;6.7667842710009225
52416;52140;RANGECOURT;HAUTE-MARNE;CHAMPAGNE-ARDENNE;48.0432441847822;5.48652377408759
31404;31110;OO;HAUTE-GARONNE;MIDI-PYRENEES;42.741728592433475;0.49641529331342904
39110;39230;LA CHARME;JURA;FRANCHE-COMTE;46.848560819295486;5.546765268673749
62597;62121;MOYENNEVILLE;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;50.1799294808225;2.7714156816268822
67308;67470;MUNCHHAUSEN;BAS-RHIN;ALSACE;48.914937813767814;8.145013721745183
14149;14270;CESNY-AUX-VIGNES;CALVADOS;BASSE-NORMANDIE;49.08629305696527;-0.120979196134707
18073;18190;CORQUOY;CHER;CENTRE;46.8920009793618;2.297462167071525
85033;85200;BOURNEAU;VENDEE;PAYS DE LA LOIRE;46.54768829219124;-0.8138380202646041
29261;29190;SAINT-RIVOAL;FINISTERE;BRETAGNE;48.349531038166525;-3.988188240294492
29086;29460;IRVILLAC;FINISTERE;BRETAGNE;48.36684542469873;-4.201637709750602
31456;31230;RIOLAS;HAUTE-GARONNE;MIDI-PYRENEES;43.35082577269539;0.9192738231991351
16169;16100;JAVREZAC;CHARENTE;POITOU-CHARENTES;45.70299834480741;-0.363647705405481
51060;51340;BIGNICOURT-SUR-SAULX;MARNE;CHAMPAGNE-ARDENNE;48.75577186596757;4.7874022589554155
2A284;20140;SOLLACARO;CORSE-DU-SUD;CORSE;41.74177109389176;8.880103829893013
74050;74420;BURDIGNIN;HAUTE-SAVOIE;RHONE-ALPES;46.2324473826152;6.426044098529942
26337;26270;SAULCE-SUR-RHONE;DROME;RHONE-ALPES;44.70424061341442;4.790847116326444
69260;69390;VERNAISON;RHONE;RHONE-ALPES;45.64938990657274;4.809305207379917
24316;24410;PARCOUL;DORDOGNE;AQUITAINE;45.19152249916974;0.035623085050731
89415;89200;THORY;YONNE;BOURGOGNE;47.571024012789806;3.9164346682631663
54529;54115;TRAMONT-EMY;MEURTHE-ET-MOSELLE;LORRAINE;48.41351296956153;5.949246802475387
86096;86140;DOUSSAY;VIENNE;POITOU-CHARENTES;46.8397507342568;0.27234123591452103
14087;14700;BONNOEIL;CALVADOS;BASSE-NORMANDIE;48.92250538111958;-0.365681421590136
67059;67420;BOURG-BRUCHE;BAS-RHIN;ALSACE;48.35876831204653;7.143716962998289
31358;31380;MONTASTRUC-LA-CONSEILLERE;HAUTE-GARONNE;MIDI-PYRENEES;43.72212347649924;1.5890643383573821
45156;45120;GIROLLES;LOIRET;CENTRE;48.07245802969652;2.717677354280735
15101;15300;LAVEISSIERE;CANTAL;AUVERGNE;45.10352293750453;2.782850345793248
85198;85130;SAINT-AUBIN-DES-ORMEAUX;VENDEE;PAYS DE LA LOIRE;46.99581755970102;-1.04216568722349
15126;15500;MOLEDES;CANTAL;AUVERGNE;45.2669112637172;3.042925365888069
1008;1500;AMBUTRIX;AIN;RHONE-ALPES;45.93671345243573;5.332809234904155
16144;16140;FOUQUEURE;CHARENTE;POITOU-CHARENTES;45.88471495491083;0.07565778654371201
54270;54590;HUSSIGNY-GODBRANGE;MEURTHE-ET-MOSELLE;LORRAINE;49.49552161636087;5.8561452559174665
88529;88130;XARONVAL;VOSGES;LORRAINE;48.37206294516564;6.1866755138669784
57287;57970;BASSE-HAM;MOSELLE;LORRAINE;49.3759973873454;6.238634742222673
82184;82800;VAISSAC;TARN-ET-GARONNE;MIDI-PYRENEES;44.031662490978576;1.570659298532041
24498;24470;SAINT-SAUD-LACOUSSIERE;DORDOGNE;AQUITAINE;45.53650826882596;0.839648874582645
49230;49700;NOYANT-LA-PLAINE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.27656327277468;-0.359996292197344
8009;8210;AMBLIMONT;ARDENNES;CHAMPAGNE-ARDENNE;49.63014039785539;5.062163165751077
61448;61340;SAINT-PIERRE-LA-BRUYERE;ORNE;BASSE-NORMANDIE;48.35901525001314;0.799156524402971
62786;62240;SELLES;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;50.695942848558246;1.889643478470473
4171;4120;ROUGON;ALPES-DE-HAUTE-PROVENCE;PROVENCE-ALPES-COTE D'AZUR;43.796659480164166;6.393181451283124
86061;86250;CHARROUX;VIENNE;POITOU-CHARENTES;46.140322622185806;0.415210425844723
76398;76490;LOUVETOT;SEINE-MARITIME;HAUTE-NORMANDIE;49.5727111010783;0.7233677738603851
64322;64220;LASSE;PYRENEES-ATLANTIQUES;AQUITAINE;43.13572911493611;-1.2830054203135481
12023;12550;LA BASTIDE-SOLAGES;AVEYRON;MIDI-PYRENEES;43.94997808672344;2.524844214662686
21394;21140;MASSINGY-LES-SEMUR;COTE-D'OR;BOURGOGNE;47.516458508444046;4.405675952978326
67063;67220;BREITENBACH;BAS-RHIN;ALSACE;48.37450970698913;7.287081609630874
49138;49250;FONTAINE-GUERIN;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.48291677890213;-0.174198642478565
81278;81240;SAUVETERRE;TARN;MIDI-PYRENEES;43.453616772589804;2.559913467325392
2A004;20000;AJACCIO;CORSE-DU-SUD;CORSE;41.93479266376617;8.701322759741174
49243;49510;LA POITEVINIERE;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.231198157001934;-0.8821827134720721
64423;64390;ORAAS;PYRENEES-ATLANTIQUES;AQUITAINE;43.43537519174297;-0.9659284757126071
86202;86260;LA PUYE;VIENNE;POITOU-CHARENTES;46.64714282382946;0.745621548258047
59118;59137;BUSIGNY;NORD;NORD-PAS-DE-CALAIS;50.037597986773285;3.466029654432823
62836;62131;VAUDRICOURT;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS;50.499601272842135;2.6187765662312312
64082;64270;AUTERRIVE;PYRENEES-ATLANTIQUES;AQUITAINE;43.46552376505133;-1.009251536466714
23154;23140;PIONNAT;CREUSE;LIMOUSIN;46.17003875233629;2.026539412782974
9157;9600;LAROQUE-D'OLMES;ARIEGE;MIDI-PYRENEES;42.96756232464821;1.871816029636262
9041;9160;LA BASTIDE-DU-SALAT;ARIEGE;MIDI-PYRENEES;43.06148722135103;1.00017697542017
11392;11220;TOURNISSAN;AUDE;LANGUEDOC-ROUSSILLON;43.08400089867392;2.660225055163378
56166;56240;PLOUAY;MORBIHAN;BRETAGNE;47.9270557389141;-3.337438841730625
31440;31360;PROUPIARY;HAUTE-GARONNE;MIDI-PYRENEES;43.15832264597712;0.867952822303067
5084;5230;MONTGARDIN;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;44.54358478103922;6.233056657391454
61004;61410;ANTOIGNY;ORNE;BASSE-NORMANDIE;48.527944598465425;-0.36392452272048503
43214;43160;SAINT-PAL-DE-SENOUIRE;HAUTE-LOIRE;AUVERGNE;45.257550878203425;3.646844599727376
49131;49260;EPIEDS;MAINE-ET-LOIRE;PAYS DE LA LOIRE;47.13483675772889;-0.038575848015380006
82153;82150;SAINT-AMANS-DU-PECH;TARN-ET-GARONNE;MIDI-PYRENEES;44.31141034809422;0.893358658988576
